Mod:Item:MetaData, Localized Name
cyberware:brain_upgrades:4, Threat Matrix Calculator
cyberware:brain_upgrades:5, Cranial Broadcaster
cyberware:exp_capsule, Experience Capsule
cyberware:cyberheart, Cardiomechanic Pump
cyberware:dense_battery, Ultradense Capacitor
cyberware:creative_battery, Creative Capacitor
cyberware:heart_upgrades:0, Internal Defibrillator
cyberware:heart_upgrades:1, Platelet Dispatcher
cyberware:heart_upgrades:2, Stem Cell Synthesizer
cyberware:heart_upgrades:3, Cardiovascular Coupler
cyberware:lungs_upgrades:0, Compressed Oxygen Implant
cyberware:lungs_upgrades:1, Hyperoxygenation Boost
cyberware:lower_organs_upgrades:0, Liver Filter
cyberware:lower_organs_upgrades:1, Metabolic Generator
cyberware:lower_organs_upgrades:2, Internal Battery
cyberware:lower_organs_upgrades:3, Adrenaline Pump
cyberware:skin_upgrades:0, Solarskin
cyberware:skin_upgrades:1, Subdermal Spikes
cyberware:skin_upgrades:2, Synthetic Skin
cyberware:skin_upgrades:3, Targeted Immunosuppressant
cyberware:muscle_upgrades:0, Wired Reflexes
cyberware:muscle_upgrades:1, Myomer Muscle Replacement
cyberware:bone_upgrades:0, Bonelacing
cyberware:bone_upgrades:1, Citrate Enhancement
cyberware:bone_upgrades:2, Marrow Battery
cyberware:arm_upgrades:0, Quickdraw Flywheels
cyberware:hand_upgrades:0, Fine Manipulators
cyberware:hand_upgrades:1, Retractable Claws
cyberware:hand_upgrades:2, Reinforced Fist
cyberware:leg_upgrades:0, Linear Actuators
cyberware:leg_upgrades:1, Fall Bracers
cyberware:foot_upgrades:0, Implanted Spurs
cyberware:foot_upgrades:1, Aquatic Propulsion System
cyberware:foot_upgrades:2, Deployable Wheels
cyberware:cyberlimbs:0, Left Cyberarm
cyberware:cyberlimbs:1, Right Cyberarm
cyberware:cyberlimbs:2, Left Cyberleg
cyberware:cyberlimbs:3, Right Cyberleg
cyberware:manaseer_lens:0, Manaseer Lenses
cyberware:manaseer_lens:1, Manalink
opencomputers:adapter:0, Adapter
opencomputers:assembler:0, Electronics Assembler
opencomputers:cable:11250603, Cable
opencomputers:capacitor:0, Capacitor
opencomputers:case1:0, Computer Case (Tier 1)
opencomputers:case3:0, Computer Case (Tier 3)
opencomputers:case2:0, Computer Case (Tier 2)
opencomputers:chameliumblock:0, Block of Chamelium
opencomputers:charger:0, Charger
opencomputers:disassembler:0, Disassembler
opencomputers:diskdrive:0, Disk Drive
opencomputers:geolyzer:0, Geolyzer
opencomputers:hologram1:0, Hologram Projector (Tier 1)
opencomputers:hologram2:0, Hologram Projector (Tier 2)
opencomputers:keyboard:0, Keyboard
opencomputers:motionsensor:0, Motion Sensor
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
malisisadvert:advertblock, Advert
minetraps:barbed_wire, Barbed Wire
minetraps:razor_wire, Razor Wire
minetraps:barbed_wire_fence, Barbed Wire Fence
minetraps:obstacle, Obstacle
minetraps:fall_trap, Fall Trap
minetraps:mud, Mud
minetraps:quicksand, Quicksand
minetraps:chest_bomb, Chest Bomb
minetraps:spikes, Spikes
minetraps:spikes_toxic, Toxic Spikes
minetraps:wall_spikes, Wall Spikes
minetraps:nail_trap, Nail Trap
minetraps:toxic_nail_trap, Toxic Nail Trap
minetraps:explosive_mine, Mine
minetraps:toxic_mine, Toxic Mine
minetraps:bear_trap, Bear Trap
minetraps:nails, Nails
minetraps:toxin_bottle, Toxin
nuclearcraft:ore:0, Copper Ore
nuclearcraft:ore:1, Tin Ore
nuclearcraft:ore:2, Lead Ore
nuclearcraft:ore:3, Thorium Ore
nuclearcraft:ore:4, Uranium Ore
nuclearcraft:ore:5, Boron Ore
nuclearcraft:ore:6, Lithium Ore
nuclearcraft:ore:7, Magnesium Ore
nuclearcraft:ingot_block:0, Copper Block
nuclearcraft:ingot_block:1, Tin Block
nuclearcraft:ingot_block:2, Lead Block
nuclearcraft:ingot_block:3, Thorium Block
nuclearcraft:ingot_block:4, Uranium Block
nuclearcraft:ingot_block:5, Boron Block
nuclearcraft:ingot_block:6, Lithium Block
nuclearcraft:ingot_block:7, Magnesium Block
nuclearcraft:ingot_block:8, Graphite Block
nuclearcraft:ingot_block:9, Beryllium Block
nuclearcraft:ingot_block:10, Zirconium Block
nuclearcraft:ingot_block:11, Manganese Block
nuclearcraft:ingot_block:12, Aluminum Block
nuclearcraft:ingot_block:13, Silver Block
nuclearcraft:fission_block:0, Fission Reactor Casing
nuclearcraft:fission_block:1, Blast Block
nuclearcraft:reactor_casing_transparent, Transparent Fission Reactor Casing
nuclearcraft:cell_block, Reactor Cell
nuclearcraft:cooler:0, Empty Cooler
nuclearcraft:cooler:1, Water Cooler
nuclearcraft:cooler:2, Redstone Cooler
nuclearcraft:cooler:3, Quartz Cooler
nuclearcraft:cooler:4, Gold Cooler
nuclearcraft:cooler:5, Glowstone Cooler
nuclearcraft:cooler:6, Lapis Cooler
nuclearcraft:cooler:7, Diamond Cooler
nuclearcraft:cooler:8, Liquid Helium Cooler
nuclearcraft:cooler:9, Enderium Cooler
nuclearcraft:cooler:10, Cryotheum Cooler
nuclearcraft:cooler:11, Iron Cooler
nuclearcraft:cooler:12, Emerald Cooler
nuclearcraft:cooler:13, Copper Cooler
nuclearcraft:cooler:14, Tin Cooler
nuclearcraft:cooler:15, Magnesium Cooler
nuclearcraft:reactor_door, Reactor Door
nuclearcraft:reactor_trapdoor, Reactor Trapdoor
nuclearcraft:block_depleted_thorium, Thorium-230 Block
nuclearcraft:block_depleted_uranium, Uranium-238 Block
nuclearcraft:block_depleted_neptunium, Neptunium-237 Block
nuclearcraft:block_depleted_plutonium, Plutonium-242 Block
nuclearcraft:block_depleted_americium, Americium-243 Block
nuclearcraft:block_depleted_curium, Curium-246 Block
nuclearcraft:block_depleted_berkelium, Berkelium-247 Block
nuclearcraft:block_depleted_californium, Californium-252 Block
nuclearcraft:block_ice, Supercold Ice
nuclearcraft:nuclear_furnace_idle, Nuclear Furnace
nuclearcraft:nuclear_furnace_active, Nuclear Furnace
nuclearcraft:manufactory_idle, Manufactory
nuclearcraft:manufactory_active, Manufactory
nuclearcraft:isotope_separator_idle, Isotope Separator
nuclearcraft:isotope_separator_active, Isotope Separator
nuclearcraft:decay_hastener_idle, Decay Hastener
nuclearcraft:decay_hastener_active, Decay Hastener
nuclearcraft:fuel_reprocessor_idle, Fuel Reprocessor
nuclearcraft:fuel_reprocessor_active, Fuel Reprocessor
nuclearcraft:alloy_furnace_idle, Alloy Furnace
nuclearcraft:alloy_furnace_active, Alloy Furnace
nuclearcraft:infuser_idle, Fluid Infuser
nuclearcraft:infuser_active, Fluid Infuser
nuclearcraft:melter_idle, Melter
nuclearcraft:melter_active, Melter
nuclearcraft:supercooler_idle, Supercooler
nuclearcraft:supercooler_active, Supercooler
nuclearcraft:electrolyser_idle, Electrolyzer
nuclearcraft:electrolyser_active, Electrolyzer
nuclearcraft:irradiator_idle, Neutron Irradiator
nuclearcraft:irradiator_active, Neutron Irradiator
nuclearcraft:ingot_former_idle, Ingot Former
nuclearcraft:ingot_former_active, Ingot Former
nuclearcraft:pressurizer_idle, Pressurizer
nuclearcraft:pressurizer_active, Pressurizer
nuclearcraft:chemical_reactor_idle, Chemical Reactor
nuclearcraft:chemical_reactor_active, Chemical Reactor
nuclearcraft:salt_mixer_idle, Salt Mixer
nuclearcraft:salt_mixer_active, Salt Mixer
nuclearcraft:crystallizer_idle, Crystallizer
nuclearcraft:crystallizer_active, Crystallizer
nuclearcraft:dissolver_idle, Fluid Enricher
nuclearcraft:dissolver_active, Fluid Enricher
nuclearcraft:extractor_idle, Fluid Extractor
nuclearcraft:extractor_active, Fluid Extractor
nuclearcraft:centrifuge_idle, Centrifuge
nuclearcraft:centrifuge_active, Centrifuge
nuclearcraft:rock_crusher_idle, Rock Crusher
nuclearcraft:rock_crusher_active, Rock Crusher
nuclearcraft:machine_interface, Machine Interface
nuclearcraft:fission_controller_idle, Fission Controller (Old)
nuclearcraft:fission_controller_active, Fission Controller
nuclearcraft:fission_controller_new_idle, Fission Controller
nuclearcraft:fission_controller_new_active, Fission Controller
nuclearcraft:fission_controller_new_fixed, Fission Controller
nuclearcraft:fission_port, Fission Reactor Port
nuclearcraft:fusion_core, Fusion Core
nuclearcraft:fusion_dummy_side, Fusion Core
nuclearcraft:fusion_dummy_top, Fusion Core
nuclearcraft:fusion_connector, Fusion Connector
nuclearcraft:rtg_uranium, Uranium RTG
nuclearcraft:rtg_plutonium, Plutonium RTG
nuclearcraft:rtg_americium, Americium RTG
nuclearcraft:rtg_californium, Californium RTG
nuclearcraft:solar_panel_basic, Basic Solar Panel
nuclearcraft:solar_panel_advanced, Advanced Solar Panel
nuclearcraft:solar_panel_du, DU Solar Panel
nuclearcraft:solar_panel_elite, Elite Solar Panel
nuclearcraft:decay_generator, Decay Generator
nuclearcraft:voltaic_pile_basic, Basic Voltaic Pile
nuclearcraft:voltaic_pile_advanced, Advanced Voltaic Pile
nuclearcraft:voltaic_pile_du, DU Voltaic Pile
nuclearcraft:voltaic_pile_elite, Elite Voltaic Pile
nuclearcraft:lithium_ion_battery_basic, Basic Lithium Ion Battery
nuclearcraft:lithium_ion_battery_advanced, Advanced Lithium Ion Battery
nuclearcraft:lithium_ion_battery_du, DU Lithium Ion Battery
nuclearcraft:lithium_ion_battery_elite, Elite Lithium Ion Battery
nuclearcraft:buffer, Buffer
nuclearcraft:active_cooler, Active Fluid Cooler
nuclearcraft:bin, Universal Bin
nuclearcraft:fusion_electromagnet_idle, Fusion Electromagnet
nuclearcraft:fusion_electromagnet_active, Fusion Electromagnet
nuclearcraft:fusion_electromagnet_transparent_idle, Transparent Fusion Electromagnet
nuclearcraft:fusion_electromagnet_transparent_active, Transparent Fusion Electromagnet
nuclearcraft:salt_fission_controller, Molten Salt Reactor Controller
nuclearcraft:salt_fission_wall, Molten Salt Reactor Wall
nuclearcraft:salt_fission_glass, Molten Salt Reactor Glass
nuclearcraft:salt_fission_frame, Molten Salt Reactor Frame
nuclearcraft:salt_fission_beam, Molten Salt Reactor Beam
nuclearcraft:salt_fission_vent, Molten Salt Reactor Vent
nuclearcraft:salt_fission_vessel, Molten Salt Fission Vessel
nuclearcraft:salt_fission_heater, Molten Salt Coolant Heater
nuclearcraft:salt_fission_moderator, Molten Salt Reactor Moderator Housing
nuclearcraft:salt_fission_distributor, Molten Salt Fuel Distributor
nuclearcraft:salt_fission_retriever, Molten Salt Depleted Fuel Retriever
nuclearcraft:salt_fission_redstone_port, Molten Salt Reactor Redstone Port
nuclearcraft:salt_fission_computer_port, Molten Salt Reactor Computer Port
nuclearcraft:heat_exchanger_controller, Heat Exchanger Controller
nuclearcraft:heat_exchanger_wall, Heat Exchanger Shell
nuclearcraft:heat_exchanger_glass, Heat Exchanger Glass
nuclearcraft:heat_exchanger_frame, Heat Exchanger Frame
nuclearcraft:heat_exchanger_vent, Heat Exchanger Vent
nuclearcraft:heat_exchanger_tube_copper, Copper Heat Exchanger Tube
nuclearcraft:heat_exchanger_tube_hard_carbon, Hard Carbon Heat Exchanger Tube
nuclearcraft:heat_exchanger_tube_thermoconducting, Thermoconducting Alloy Heat Exchanger Tube
nuclearcraft:heat_exchanger_condenser_tube_copper, Copper Condensation Tube
nuclearcraft:heat_exchanger_condenser_tube_hard_carbon, Hard Carbon Condensation Tube
nuclearcraft:heat_exchanger_condenser_tube_thermoconducting, Thermoconducting Alloy Condensation Tube
nuclearcraft:heat_exchanger_computer_port, Heat Exchanger Computer Port
nuclearcraft:turbine_controller, Turbine Controller
nuclearcraft:turbine_wall, Turbine Wall
nuclearcraft:turbine_glass, Transparent Turbine Wall
nuclearcraft:turbine_frame, Turbine Frame
nuclearcraft:turbine_rotor_shaft, Turbine Rotor Shaft
nuclearcraft:turbine_rotor_blade_steel, Steel Turbine Rotor Blade
nuclearcraft:turbine_rotor_blade_extreme, Extreme Alloy Turbine Rotor Blade
nuclearcraft:turbine_rotor_blade_sic_sic_cmc, SiC-SiC CMC Turbine Rotor Blade
nuclearcraft:turbine_rotor_stator, Turbine Rotor Stator
nuclearcraft:turbine_rotor_bearing, Turbine Rotor Bearing
nuclearcraft:turbine_dynamo_coil:0, Magnesium Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:1, Beryllium Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:2, Aluminum Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:3, Gold Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:4, Copper Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:5, Silver Turbine Dynamo Coil
nuclearcraft:turbine_inlet, Turbine Fluid Inlet
nuclearcraft:turbine_outlet, Turbine Fluid Outlet
nuclearcraft:turbine_computer_port, Turbine Computer Port
nuclearcraft:accelerator_electromagnet_idle, Superconducting Electromagnet
nuclearcraft:accelerator_electromagnet_active, Superconducting Electromagnet
nuclearcraft:electromagnet_supercooler_idle, Superconducting Supercooler
nuclearcraft:electromagnet_supercooler_active, Superconducting Supercooler
nuclearcraft:helium_collector, Helium Collector
nuclearcraft:helium_collector_compact, Compact Helium Collector
nuclearcraft:helium_collector_dense, Dense Helium Collector
nuclearcraft:cobblestone_generator, Cobblestone Generator
nuclearcraft:cobblestone_generator_compact, Compact Cobblestone Generator
